rating_id,judge_clip_id,media_sha256,duplicate_group_size
aprime_0235_5f4474ad641e,aprime_global_88d5ed3e455542f78881,88d5ed3e455542f78881de25651a12fd8efe583b4f1873de400e901de7924ebd,1
aprime_0238_1112256fe502,aprime_global_d44fc6973e1b3513a5f3,d44fc6973e1b3513a5f31589eac77b075369a062180a08bbaeac6b0c99054da3,1
aprime_0239_f7b8479d246f,aprime_global_2f40bcee6b8c39a1039a,2f40bcee6b8c39a1039adace85a79434ea893b1466587140bc75e8aab75a9361,1
aprime_0240_9a9e9e7228ef,aprime_global_8789eafd2542974ed454,8789eafd2542974ed4544b80809ee941fbf9a1ff144a4822cfa6c6a2571667ae,1
aprime_0241_9db6a9481fc4,aprime_global_465c4a9d6c98959ab018,465c4a9d6c98959ab018dcdab7c2fe4b099d3e95205d2ff85211f87cdee76875,1
aprime_0243_0cc5943aaaf5,aprime_global_98335ea940b8dcf606d1,98335ea940b8dcf606d10eea41d8633a163231c47876a6f89a664a5b3b17a61a,1
aprime_0244_46c1ef657077,aprime_global_2b1448b0d0bb198c30c5,2b1448b0d0bb198c30c5307e0d073b48f75853da0bcbe5c6ac8f11ef905b2c99,1
aprime_0245_01a8af0540cb,aprime_global_1c7caf3b3c4b017adde9,1c7caf3b3c4b017adde9d82ab1775fbc92787072ebd7aa89da6668d6875338e1,1
aprime_0246_5655fe11efac,aprime_global_8117ab9c6bf8df64e6f8,8117ab9c6bf8df64e6f861232002387de5d697dad9bd1116ed1cf56a82a2b8ca,1
aprime_0247_c84278863b84,aprime_global_8320702e598a1f969d7d,8320702e598a1f969d7da489d7b74956b0c70fafabe17d43b394627bb53545f9,1
aprime_0248_bac1669bbd05,aprime_global_bbde517e4b95ec11f118,bbde517e4b95ec11f1184490a016717e143c41b70e753c09d4ae5b76e7c4cfe1,1
aprime_0249_514b875b6e70,aprime_global_5245be4438f7f30f4954,5245be4438f7f30f4954a90c0a7e1bcb88bea9478d8a644bfca897bc581a9dfe,1
aprime_0254_c178a967c79c,aprime_global_8ccfb5e1920f3e0c14fc,8ccfb5e1920f3e0c14fc561411d10d04a1ec6b428cc1f2a6e5d09102f226eef2,1
aprime_0257_90a8dcfa5463,aprime_global_1d9146b57c82bee80ef9,1d9146b57c82bee80ef9ab7a3836ccaccc46c570ed15cf890b9d700bf00322d7,1
aprime_0258_8901444fc882,aprime_global_ede95fc86326858859a4,ede95fc86326858859a404a73016541363dddeab80528c3b9258c88b6fbb44cb,1
aprime_0259_c5364f0827ba,aprime_global_fe0da547e1d7b623f66a,fe0da547e1d7b623f66ab7ca99e20d13e8f6390377cf0af423cc9a1d4c40d30b,1
aprime_0260_432278e5dc9a,aprime_global_1db0e264a6e0f87826f9,1db0e264a6e0f87826f99e9aa82efbc73b6bbcf6ea8c18844ea95dcf3f75332c,1
aprime_0261_0a385fb5db1e,aprime_global_c84a64709012ce3adbd3,c84a64709012ce3adbd3deba1d69ac3bf7e555e38f8390e00c03977829ea3664,1
aprime_0262_c7a71ec7e381,aprime_global_ca8959327ae2146baf96,ca8959327ae2146baf96bcc9dabef6eaf51890a954aeac08ad93992e035962df,1
aprime_0263_e51d8c9bf5aa,aprime_global_7bf78a0cb1a02bcdc22f,7bf78a0cb1a02bcdc22f0e46295617fbc8ed6dff52808ba2effba3c85c79fa89,1
aprime_0264_1b187922a34f,aprime_global_0cc2ab417e0bbcd65842,0cc2ab417e0bbcd658423d922d1893fec0f09d2b053eb876ecc13fb6501fcb46,1
aprime_0265_e4250de00b8a,aprime_global_da4cd2248a43e74a7c2d,da4cd2248a43e74a7c2d2490ac1128a0ba0dc07a48e596a3387197dd89d23761,1
aprime_0266_8953474d89dd,aprime_global_a6d56d1e89dff2df9d03,a6d56d1e89dff2df9d036b61da017615d6fcfc0985b356d9c0c55da0485172c2,1
aprime_0267_0ed0fce39a0d,aprime_global_30170c79bf6481c4106c,30170c79bf6481c4106cfddc2e7628054f4ca18aeab84eee700580733f515ef2,1
aprime_0268_f9484e33acdf,aprime_global_bd546e37cda0d6f8c88c,bd546e37cda0d6f8c88cfbe76a83266866a0909f20b4ce4a3cbbff80f7bc28bb,1
aprime_0269_132e0cfb1347,aprime_global_96ca2bbfaf330587e1d6,96ca2bbfaf330587e1d666dd40637dee615d9892789a448cfcd27f2a72e2b693,1
aprime_0270_5e6a25489345,aprime_global_fd80c21db7885de14d36,fd80c21db7885de14d365d600957e6ddf1c6d1c098fcab1d0e6ac3ccd33be2c1,1
aprime_0271_83e95835f825,aprime_global_8400989899005b485175,8400989899005b485175b2a9b0c13cec36fb7da82f5fdfa5a6826e0c033ab45c,1
aprime_0272_f3648c5affe5,aprime_global_bf6f002858cd75f9b58a,bf6f002858cd75f9b58a7fd5f3f0c4f9ace1e42893cd0f889994672348ad7159,1
aprime_0273_0beb57fdf88d,aprime_global_ae5db4db7d1bd8eb123d,ae5db4db7d1bd8eb123d4312bc20dd6730312727865cc19c93fb79e5684e5ee3,1
aprime_0274_6e445592edc5,aprime_global_52859c85cea947df1668,52859c85cea947df16683b45721d032e7301776454a1294466e23adb010ec61e,1
aprime_0275_704126e14b84,aprime_global_ad7cbf4c7ce0f7990b0e,ad7cbf4c7ce0f7990b0e292372f752b3bbc21a1bebe934216930bb5f9c110d3a,1
aprime_0276_46f4765d8f94,aprime_global_3d6db1b7859d19cd3aa9,3d6db1b7859d19cd3aa93b3e07ecbcafea26b86cd1781982e9b90560ea89a015,1
aprime_0277_b7e1bcfc80c5,aprime_global_bc154b433c4510d6d3c1,bc154b433c4510d6d3c1351422a3c844052dcf84915e1fd2cf63788aca68c573,1
aprime_0278_9e1d4d039b2c,aprime_global_466c9938eef8ecd1019c,466c9938eef8ecd1019c60971ecddd70de0b5c790ebcbe7667a7c7d81101b107,1
aprime_0279_181c7f10c98f,aprime_global_656a490cb47a7198a53a,656a490cb47a7198a53a077aef69ba96403503cc34ea340355570c4da7acb3d7,1
aprime_0283_4b2a192ea080,aprime_global_033b1ebfef62614a9a73,033b1ebfef62614a9a73a4bc1ed72c7998dae140fd9587e2397c2af5c85558ed,1
aprime_0284_521f768ad326,aprime_global_b299729e6ea69050c707,b299729e6ea69050c707f02afd3305f8e72dc61fed48cbc942e4780877f82065,1
aprime_0285_912f0ed93c92,aprime_global_ac7b576495d5c2658c3a,ac7b576495d5c2658c3a7032256288b3ff06c42b2635b1627157e520486fb22e,1
aprime_0286_89c83569eb09,aprime_global_4855c0bdd09c994fc3db,4855c0bdd09c994fc3db805578997b9821d6b30313dc0f32e2cf090c9d9f5249,1
aprime_0287_1a780a756ed6,aprime_global_24ce07c436292aef2a2e,24ce07c436292aef2a2ebae7a2366736b92b49134e880e3cb4093780ff0eb9aa,1
aprime_0288_f4f34173df28,aprime_global_3d1eae958f9849c03837,3d1eae958f9849c03837d3ee62f038b034223f58099ebbfafbb8737d861e99b7,1
aprime_0289_951de88dee70,aprime_global_f0837ed3357999af91e8,f0837ed3357999af91e811aa77a9d04e93a2db6fc6067b3bca7dc0beea289861,1
aprime_0290_936fbbfef0e8,aprime_global_165cfe311ace97f07588,165cfe311ace97f07588de4e2f6d74a8fa08b6951d8bc6e452d6601a2ee2fdd6,1
aprime_0291_4dba8f6e0e5d,aprime_global_c3e2ed79edcc5854d388,c3e2ed79edcc5854d38880c240ac2ce98453f7361c4b8a0f9b0ea5bace719383,1
aprime_0294_5bb3b90ef8e3,aprime_global_b26570fd30720553ac23,b26570fd30720553ac238833f5b631dca345fe328a01c31f44ada103eebe4880,1
aprime_0295_9d35aeb5eed0,aprime_global_89ae5b65896a7e7a203c,89ae5b65896a7e7a203c779f4547d7270451c40d2363b1cc20bd4bf33ecd26d0,1
aprime_0296_23a81a2627ba,aprime_global_de00c257d8a63680ddbd,de00c257d8a63680ddbd0c2d30a7095434c75bbfedc83512cb2e0c45212f32f1,1
aprime_0297_e66fe54dd2ff,aprime_global_1722830beca5840d7508,1722830beca5840d75087bcb17121bd7cc9d3f63cd3c48b623c3ac857663734f,1
aprime_0298_4d6174d326dd,aprime_global_ea28d5f49314d6fad147,ea28d5f49314d6fad147212c35f90513c37e94bd3ca1f40261ed3f313d461b6e,1
aprime_0299_551a08c3d82a,aprime_global_6381b63a7b4186eb81c6,6381b63a7b4186eb81c6ee74334a0db04630927023998da562ba0cc2a3820702,1
aprime_0300_c00013104c75,aprime_global_8be9278efac658399161,8be9278efac658399161f612efe6d57abb813310e7b72e97403cb9ccaf385238,1
aprime_0302_69d6d25abff4,aprime_global_05e587b7de19436635b8,05e587b7de19436635b8df1d6c5915f6ca07d4dc91d64f328c4742c87feb4873,1
aprime_0303_944df10c0114,aprime_global_b900ab9846dab3daf247,b900ab9846dab3daf2475241e711bde520e27208b9bdc2c3f6b44c82c675ebd3,1
aprime_0305_53cf50843893,aprime_global_467e09213b1963fa98ae,467e09213b1963fa98ae97cfb2acd8cbe9470d5abc2a61c0f19f052b60c9d87c,1
aprime_0306_981dfabfa710,aprime_global_016f7af76f0e2b7a34f1,016f7af76f0e2b7a34f124a75a9d935438810a7d8f023510c9554afdfbe23d49,1
aprime_0307_3917334fbbf2,aprime_global_6963a95799c77b1d0b72,6963a95799c77b1d0b729b4a5719ebf795a67eb5f680498d02c164bd8001584a,1
aprime_0308_8f9f91f86ac3,aprime_global_8590c05bac68711438f8,8590c05bac68711438f8fc495604df1e0db9db861c3855a8693fc80094829b73,1
aprime_0309_e32ba77fed94,aprime_global_b8cb585fe71b2cfa6fe8,b8cb585fe71b2cfa6fe8452c204b48f42e855b44bc3ba804397e8eda03f2830d,1
aprime_0310_6de53561cb57,aprime_global_bf2a37695d4e2064ea4f,bf2a37695d4e2064ea4fd13e4f1bc0490c6dd534e2c2486b094fba6c6997be59,1
aprime_0312_7bf82f49a671,aprime_global_6f8ebf386ab3419fb27f,6f8ebf386ab3419fb27f19a2b1f62cd2b9338f4c749b131c8e02a2a81af56bbf,1
aprime_0314_cf34d0ae95ab,aprime_global_e042e63728e65ef4eae4,e042e63728e65ef4eae4b3453b10a7968a26c9e040b353e8b4bf4b4125c458cf,1
aprime_0315_2c8df13cf2e8,aprime_global_780f93b5079877ab8bb1,780f93b5079877ab8bb1bf127d9d160f2ef187d08afe6815a0b607a9a021ae30,1
aprime_0316_2016f0766420,aprime_global_66d6d7723b235b38440a,66d6d7723b235b38440a1835a3fd40b9db6f9da517b760e6f7e874dfe4039919,1
aprime_0317_c51ec59885f5,aprime_global_63ee7fff0c95865a42b5,63ee7fff0c95865a42b501c9789e21fdb1c50374f5248ac626e8a1fcf3fea847,1
aprime_0319_2e63564b5404,aprime_global_b756caa02d7d0e27e227,b756caa02d7d0e27e227c2ad04c996ff118873654696d849d767d2be78743af1,1
aprime_0322_1da05407a867,aprime_global_dea2020a5085b67ecb48,dea2020a5085b67ecb48c9fe381513f2ba596cf14256d7174035953bebe06796,1
aprime_0323_8b5f213be061,aprime_global_b06841a7f72bccbe870f,b06841a7f72bccbe870fc49f606e205b5267519f19afe3e9c3d031acf845f899,1
aprime_0324_7debd24062d3,aprime_global_47ad435d74ce1ff07604,47ad435d74ce1ff076040172ce66bfe4152f857508ef8245a50cb5a148a79984,1
aprime_0325_41c051b3e1b7,aprime_global_91c7adc9ba23db61d0a9,91c7adc9ba23db61d0a97714461eec2e63f39d07f5dc522f645cea30119b6d3e,1
aprime_0326_7766fcba012c,aprime_global_45aa013bb09584078e0c,45aa013bb09584078e0c866d93b5e8bf406fe801b7041f75f6fa37df6b58b829,1
aprime_0327_c06f624535f1,aprime_global_cebd9098289fa966e393,cebd9098289fa966e3937f9867b8f5018282bbb7ed66c90e5fda0b4fb3633e8b,1
aprime_0328_1b7a3b1bf7b5,aprime_global_402367ecbfe226cf47a5,402367ecbfe226cf47a59f9fd60a9129aa33685996d5d883edd95283fa00bd54,1
aprime_0329_c0c9dd17c60b,aprime_global_dad297785ffd8f273905,dad297785ffd8f273905960dee1253e4c203c7a4e9d3e518df906af2cd6b8419,1
aprime_0330_a84eb49c5eed,aprime_global_253fd29e427fd26eed8b,253fd29e427fd26eed8be3f99088c42b9b6944ddd79863737ffac3cf8f16ca7a,1
aprime_0332_5c09b0d9c749,aprime_global_7099ae97cf0ea00d48fb,7099ae97cf0ea00d48fb6cfcb3f1c20424e6c441a0ba96a945f709802cf0736b,1
aprime_0333_599d10defea2,aprime_global_4e0667d8756bf6d1b328,4e0667d8756bf6d1b3285e940fb64410e3ac0e5ec40a0caee458d0719d69cd8b,1
aprime_0335_ffeedc2761bb,aprime_global_d6343111356241d58561,d6343111356241d5856130d0ab973d7f7f55b7741ffd9648552dfb5d9fe409c8,1
aprime_0337_650cf0566652,aprime_global_c8b90147bfc652625dbe,c8b90147bfc652625dbe5ad4e7c5659ef5891be339aa6b9a3083d26b3adae10d,1
aprime_0338_dc26bd96238a,aprime_global_1bc249ee6ae79b83f8fe,1bc249ee6ae79b83f8fe4b74e9a1941c9e35252be663212d6f00d8594fa9984d,1
aprime_0339_eb78e331a489,aprime_global_3128b0a691b761b9cc68,3128b0a691b761b9cc686babde02c5bfe85cbef22aa5da5cd0c6368f60968ef0,1
aprime_0340_d535c8110c05,aprime_global_369836091175496dc704,369836091175496dc7046c9c758e208ec366055f02a9335eac68465ad10f2455,1
aprime_0341_b385f43bb720,aprime_global_747e2401e3572a6f274c,747e2401e3572a6f274c1450efc5fcd4b7ebaa358e6ba40a36c89080fe0cc54f,1
aprime_0342_b2916757695b,aprime_global_f904e589555a382c3420,f904e589555a382c34204b2c70b4b681b5ab48812808766d76e3612baf0d1cb2,1
aprime_0343_e51760b14238,aprime_global_7f01f557f8ead8130a9e,7f01f557f8ead8130a9e63e3d3d7998ca01fb384c4dc4a325698988f485989ef,1
aprime_0344_d9e59902aad0,aprime_global_0f69ccc1d27542645be8,0f69ccc1d27542645be89606db0e823b14ed71c711005d5001f607b366714916,1
aprime_0345_32c4175a4bb6,aprime_global_55a71c5de5a21d7ca9b4,55a71c5de5a21d7ca9b41a19ac2fcb2b820f2830b28623430d288798187706a0,1
aprime_0346_c85dbaac6125,aprime_global_52c9fc8d3e6f2eb18619,52c9fc8d3e6f2eb18619783758294782d519221968002017a7663231ef1e16d5,1
aprime_0348_5f6782861931,aprime_global_4bcb1348929f937ea983,4bcb1348929f937ea9839b74f938a7ae45bc92aa9565098565a6d1208e2616da,1
aprime_0349_9478ec34c44b,aprime_global_750700bdc0f3f060f516,750700bdc0f3f060f5162eed35e62f1322d81c824693fcf15e34cca5dab3c95a,1
aprime_0350_62fe49cd4ee3,aprime_global_05c1a6306c839fe9c166,05c1a6306c839fe9c16672f8fe80af7446ec5358b442a29d735d8007bd65cdb8,1
aprime_0351_555a8c352133,aprime_global_65cdbe78a8528514f9ba,65cdbe78a8528514f9bae9e71548a4aeb2125b00022352b7ed0d6ef8ad2e3c53,1
aprime_0352_d009f4c682af,aprime_global_7d3ae0daafaebf7060f0,7d3ae0daafaebf7060f0ba4dd73b2810d4ad649622a2690090241176f7ce136f,1
aprime_0353_df290f438968,aprime_global_e18e21f496298efb8d60,e18e21f496298efb8d60f7c572cf8e49dce5ff0dd6a8efecb5c1e390bd5fee3a,1
aprime_0354_7ec957ef8b8b,aprime_global_839f6d63ab0a28dc5dd2,839f6d63ab0a28dc5dd2b7041ff3193ddb28d35f46da38f6d3487cab8ecb7f85,1
aprime_0355_ccb3165452d3,aprime_global_3152314765e30778c7ca,3152314765e30778c7caf2a53063656f0c6a26f1b9f64ccc5f052c1f71b85a6a,1
aprime_0358_eb4bcee34ba3,aprime_global_ac31512a9b34ab201f6d,ac31512a9b34ab201f6d9670cb80fc5a421fa1840357cacc574e18bd0a3236f3,1
aprime_0359_6b57b72122f2,aprime_global_31c2d224637dd41ffe4f,31c2d224637dd41ffe4fc7cece9aaab8a4fab832346d6496766624970a55d757,1
aprime_0360_6316b5c797ae,aprime_global_c2e1ead4ff6226e09fd8,c2e1ead4ff6226e09fd86eec416cca732001f7b403d3c287c2e0d659040b78fe,1
aprime_0361_2c753b95b1d7,aprime_global_78fd7305fff855cf6af3,78fd7305fff855cf6af34b6038166e967e5d92b76d7e35d17a0e4d7b9a149743,1
aprime_0362_af8150d2d21a,aprime_global_4c79e7b982b2c19173a1,4c79e7b982b2c19173a107476dfe515a6923252879b6d7cdbaaecf4662a64aed,1
aprime_0363_1ffca01c11f5,aprime_global_facce259f3b4b3c1b22f,facce259f3b4b3c1b22ff17826dc97e4bdc5113440b559e251bb87012f87466f,1
aprime_0364_0f590a361682,aprime_global_ce59e9ada624d8c6a06c,ce59e9ada624d8c6a06c3b84dc0fb58940519a48ca9c55815156644c1f271bfa,3
aprime_0365_c2488fef9bf0,aprime_global_481eb70b7fa3ef6bc2c8,481eb70b7fa3ef6bc2c8f27e1d7484ee2ece014c61092117d62d94246c76fa05,1
aprime_0368_e6d6cf97c81d,aprime_global_2c1fe38434587470cc8f,2c1fe38434587470cc8f1f1583b2cc78f438cbe409efc02ee82c88a73210a16f,1
aprime_0369_4777aaac8c5d,aprime_global_405d969fa1203337edf9,405d969fa1203337edf917cc2e15e33363564f8610ac356ea96e40bae0531c04,1
aprime_0370_d133fee55036,aprime_global_5cc68593bccde81ea44b,5cc68593bccde81ea44b9eee29f87b65a549a0548fa7eb8ea8d3887bc5082c7c,1
aprime_0372_0867342217e9,aprime_global_bef1e4766c1b3ab092a5,bef1e4766c1b3ab092a5038eec7ded0a93158dce525d3b0c1cdd2331818358dd,2
aprime_0373_f8f132071432,aprime_global_548d2788820419a83882,548d2788820419a83882081588850000ea03f710168d455a4694f5f7465c834b,1
aprime_0374_056c88166ed7,aprime_global_bdddc4e5e0f9168f3add,bdddc4e5e0f9168f3add4cb772e0815b42f5e350209430e0fd41a4a79b1779be,1
aprime_0376_5d5d863ca5a5,aprime_global_793a61abbb828877ad77,793a61abbb828877ad77ecd4af57fa18e97ca1b27e6e26b35bcfdf5f36fef60e,1
aprime_0379_ce575e7d3981,aprime_global_42741f13b51e38794cc8,42741f13b51e38794cc8ba2d294626614fb0111670182e66df41ebee64d1c33c,1
aprime_0380_f67a7342ab00,aprime_global_6bc40168d96c9e552454,6bc40168d96c9e55245444e3ed78038fae3f2a4f283caf4a5f325a9045c71605,1
aprime_0382_1645344abff3,aprime_global_69198d5f4111da6ca60e,69198d5f4111da6ca60e5b90261c8b2b72a9dfd6b4b62abc35148bd081fec01d,1
aprime_0384_d459a5bdd131,aprime_global_7de45b2fdfc6d49ab390,7de45b2fdfc6d49ab39003ce452e7a165fb78b2509e617772384952be5c852ab,1
aprime_0386_42b516d37d5c,aprime_global_34797dec26ea386e253c,34797dec26ea386e253c07928aa3e430854b71c405d74aae2148b0dc8fc1d0eb,1
aprime_0387_490fd2798f97,aprime_global_6ad884c4d6ffb55d39e2,6ad884c4d6ffb55d39e273e5ab9a5f6d26da51a2105f9d8bc360d78cda461b7d,2
aprime_0388_a65e293c5b45,aprime_global_8f22724a0b8e2f90ccf9,8f22724a0b8e2f90ccf94363da9b0fc06b957ade35d8ddb36d20f88fce201c67,1
aprime_0389_8ce2dcdfbf30,aprime_global_2199da5ba499f55e37ab,2199da5ba499f55e37ab1850a01ad6db948997e915cd27f1ec46ac953321e6d1,2
aprime_0390_d1740faaccbc,aprime_global_21092c3bea8849435c9d,21092c3bea8849435c9d5ddd554943d2de25c1a98b0d24fb77a29ee208c448de,1
aprime_0391_0de661e45025,aprime_global_514c7a03f7b321d9d8c5,514c7a03f7b321d9d8c5657cfb58c6312a2e63da2ad67e5039ffb952439cbf40,1
aprime_0392_93f45cb05ef0,aprime_global_90c66a961c403562e9a5,90c66a961c403562e9a5d4fbdcb6481c756c32a4e1b539ea165f34ef8e658fce,1
aprime_0393_fba1f3aacd80,aprime_global_0a75fa034b0510a7dd07,0a75fa034b0510a7dd07c8c6fd9873f4c5ecfd6b3fe1f06a57eb76b8869938db,1
aprime_0397_99fc94cd8122,aprime_global_da6c43888e21ed6727ac,da6c43888e21ed6727acb44757cac51e14c487cab79b2ef4378892ad95fedb61,1
aprime_0398_e53c574c4314,aprime_global_12cebbf9b32c24f355e6,12cebbf9b32c24f355e6590f0ac78d3ce6ecc507378b1683bc5e99dd6d00034f,1
aprime_0400_7539692582da,aprime_global_fd9d00efad989a7b332f,fd9d00efad989a7b332f9768f9cf809e7433308396f8f4d60f59de00bd413fb8,1
aprime_0401_57256c4e3232,aprime_global_2eb0e6d7be4e0f33bed6,2eb0e6d7be4e0f33bed6f858619e811633b4a18d0b8f9fea49f176d509017e01,1
aprime_0404_ca309e8dee1f,aprime_global_dd711c87860491539495,dd711c8786049153949504d105ad10f1da9fc774b7971797e7d07bf84b449690,1
aprime_0406_f50060ff9d0b,aprime_global_290a69baf08237077974,290a69baf08237077974a99250d69d2ed0dbe6b2d0f32377be26548f49edd7f9,1
aprime_0407_52153bffce0e,aprime_global_5f69e639abf3d0650d55,5f69e639abf3d0650d55b4e32f206001e9ad7a8cefab0266c6584a2fdc00a485,1
aprime_0408_d25ef1ecbafc,aprime_global_59744320021d08b156cc,59744320021d08b156ccddb1771efc09866555ad615a22b5a778428883903337,1
aprime_0409_e5c51f8be3e0,aprime_global_382bb6bc4870ed4fd4fb,382bb6bc4870ed4fd4fbc9fc7a183fb0677e1a3df9716bb9cbf6e720dd1d2544,1
aprime_0411_03336e967b9b,aprime_global_5faf4dc93f25c54cf796,5faf4dc93f25c54cf7969f55eb3778bfe275878cb2b402a855c02294f86b5480,1
aprime_0412_d5f2bd7637f1,aprime_global_7a3f62728267bae6b676,7a3f62728267bae6b67617716c06dff5ed4c38ee62823adebcbe2a6c93e4813d,1
aprime_0413_d9584d4ab36e,aprime_global_5d45391575afb3570b51,5d45391575afb3570b51b91855d1c789fabb5b94eed8914b448ed6909245f865,1
aprime_0414_7e94fb31cf62,aprime_global_5668df3bca9cc2c432f0,5668df3bca9cc2c432f0fd998e07211d82d8b616b329d0fdf64ec2f8c2c1ce62,1
aprime_0416_3197292c8bbc,aprime_global_5460224cc1be67572e3c,5460224cc1be67572e3c591001bb2eac778afa3434a7f53b372fffc344bb09e6,1
aprime_0417_545e4a6c110c,aprime_global_ae24a6b7ad78b2a7844e,ae24a6b7ad78b2a7844ee545b73f41489a2e16a2483841142b17c9f69b0d6db3,1
aprime_0419_eec8a5f35fb4,aprime_global_c816d22ae778a9079bfa,c816d22ae778a9079bfa06d7267cd5271b7f2a15baae25d8b767843807779a1a,1
aprime_0420_66fc283e40c2,aprime_global_66d0fec1d50d85d5c3f8,66d0fec1d50d85d5c3f814de3c86c2806420f36099fb90eb34d8179b8b892e2d,1
aprime_0422_907e57adcc3d,aprime_global_a39603fa17ed0dc6274f,a39603fa17ed0dc6274f45fcba3ab0154b764d87b31d2fb11d7e084d6377ecb6,1
aprime_0423_baf13e324c5b,aprime_global_9a06c030af52dc8eac63,9a06c030af52dc8eac63c9af4a16e43960801587b375639e8e1bc340bd961f72,1
aprime_0424_0c3a8284001e,aprime_global_0c62a3bbf53d649b5fa1,0c62a3bbf53d649b5fa1528b22f83ca0524ad7ce93c8a9eb195ad7388540c9bf,1
aprime_0425_90482aaf526b,aprime_global_029d5bcf6251209f9cb2,029d5bcf6251209f9cb24db1b519e9e37711c3b983dbad17e4026d6bb55cf291,1
aprime_0426_c77291e7c6dd,aprime_global_8927d1072c3011582569,8927d1072c3011582569a1673946c4414065990fda1be9b1f8c3ddcca6143547,1
aprime_0427_e4259438bf96,aprime_global_90a1a1c9cab3202922fe,90a1a1c9cab3202922fe5385826af2087e30e8c7738d453625ba9a1c5f8e3435,1
aprime_0428_7b040cd20b28,aprime_global_1cb1b52508048a167743,1cb1b52508048a167743f2a4c503240d120030f6223ace82c8e0a0faf57abfda,1
aprime_0429_58536a89f88b,aprime_global_f14d445f863afd34a688,f14d445f863afd34a688664968c530aa48338be69391b1a76f9a870b3d18504b,1
aprime_0431_f8719ddd60e5,aprime_global_ada689b47d1108284d86,ada689b47d1108284d863a59763cc8c4c366cceea05ccdb3de0b78ff7086e41e,1
aprime_0432_13242f0d3cc5,aprime_global_5968b1ac85800b623a41,5968b1ac85800b623a410761d1c75014c2140ddec4bb5bfc6d74a0aed72ca0d3,1
aprime_0433_03dfddf573c4,aprime_global_48939e248e7f87047707,48939e248e7f87047707f1af6e1308ef3a5518966f75d4b1c5fe00bb4f602a5b,1
aprime_0435_0ed7665344a8,aprime_global_f442f18d83919a910ceb,f442f18d83919a910cebefd5b41f29c599f635011e262c47258dfa5bbbed6207,1
aprime_0438_d167ab64bd09,aprime_global_5d4907c4d2c7aa6b006a,5d4907c4d2c7aa6b006aa7ddd03ebfd3d088003a936b9b0a36cffb3f90591ac7,1
aprime_0439_3def7b41abc4,aprime_global_46b6b998148f8aeae973,46b6b998148f8aeae9737e37e6aa44ee7802d7e49399b98ab1acc16b7d0e66ef,1
aprime_0443_7768d3c81606,aprime_global_d824f8dfb7b490fddbff,d824f8dfb7b490fddbfff2a9c339c29739f1a9418c41555539414e0aba1e3065,1
aprime_0444_2b5b292b478a,aprime_global_cbb851c99ae36e6d9d97,cbb851c99ae36e6d9d9727f681bd282813c972ed9079159ff6fa34a9ff1a457a,1
aprime_0445_dc29debc223e,aprime_global_2d132ac1682d231f814a,2d132ac1682d231f814a9ae019c1e1e8cfdfbc1a203d5c10d8bbb4c16d30e63d,1
aprime_0446_46f6b5ef7e78,aprime_global_f76ccc3f02e4f3abe9c5,f76ccc3f02e4f3abe9c5a11196d603d165917ef5726b8b41299f24487495778a,1
aprime_0447_1355925baa07,aprime_global_1d04274f10c8d5348252,1d04274f10c8d534825223d42a1f6178c57b0b5f3660289809b18e6eb94e20e1,1
aprime_0448_0005c31f2542,aprime_global_7cc2e5b3f58cdbf40249,7cc2e5b3f58cdbf40249c2e1014e1811eda77d065ac0ef82d1bbb44e4c8e587f,1
aprime_0449_56862bdc83e5,aprime_global_2238625417ac3dbc22c3,2238625417ac3dbc22c31ebf97e5751624019e6e284b28a09e71445c5d7de19b,1
aprime_0453_da1af34dd63c,aprime_global_6f93e82ac3103473d9cf,6f93e82ac3103473d9cfa4dd19d9aadd3860388ec552511bbde28a8b79eee470,1
aprime_0454_839e331902ac,aprime_global_010e2d78849665ee6225,010e2d78849665ee6225f6ed2ebd9ec97b1897cd206ae26cc02d7800aec46893,1
aprime_0455_020c9b9947bd,aprime_global_68ff3c4ebecab0d5b85d,68ff3c4ebecab0d5b85d8670a66565f8020b36f1d90cd25099fb0b9c3133c054,1
aprime_0456_7abddd6c7de8,aprime_global_53145c485e236f00caee,53145c485e236f00caeeb8aaf043360e6ebb796a88ed84526da2feb534edf1b7,1
aprime_0457_1718368b4a0e,aprime_global_4b104b3443ec1d813780,4b104b3443ec1d81378065ca3926591117206892acfeeb9f7d476924aef000ea,1
aprime_0459_8a706e8d967c,aprime_global_05bdd0a22c737b15e08e,05bdd0a22c737b15e08e1c696e16a5d6e4d5cefbc6b692435344951b324dedd3,1
aprime_0460_212386a0308f,aprime_global_45b4c2947ff02361d423,45b4c2947ff02361d42373c493ddd39b008d0b73edc9dd685f59387cb8a25caa,1
aprime_0463_6889b6d9c510,aprime_global_bef1e4766c1b3ab092a5,bef1e4766c1b3ab092a5038eec7ded0a93158dce525d3b0c1cdd2331818358dd,2
aprime_0464_9e038d11ecaf,aprime_global_1d002b183022b8df6ff5,1d002b183022b8df6ff50f3690ff80c7d13d729aae033b2e2616cb6cd6eb8fe4,1
aprime_0465_3129c1d089b2,aprime_global_40eec8090937e7d065e1,40eec8090937e7d065e1402a4e0bf5a4dffcd29d63cee3faa3ed5d70bbd63a61,1
aprime_0466_aa81a4a49f1f,aprime_global_60845dcbe1329669b6b6,60845dcbe1329669b6b636bcc45018357ca46ad4661f6309f52cff836a07a39d,1
